time,Bitcoin_Volatility,USDT_Measure2,DAI_Measure2
2020-05-01 00:00:00+00:00,0.02812232171482055,0.0009629489276284811,0.0130927995784252
2020-05-02 00:00:00+00:00,0.016949974219983788,0.0006449116892767097,0.0075061659540536846
2020-05-03 00:00:00+00:00,0.027841008723685997,0.0005426196731438466,0.004970812801336493
2020-05-04 00:00:00+00:00,0.02844544400350827,0.0006164190399576143,0.006288137794514038
2020-05-05 00:00:00+00:00,0.019651694452070528,0.0006314664921134254,0.00337044857555528
2020-05-06 00:00:00+00:00,0.03486070636694252,0.0005522372585083297,0.005727947211271972
2020-05-07 00:00:00+00:00,0.05897524951022677,0.0005787062148813327,0.015264748638575139
2020-05-08 00:00:00+00:00,0.018225762125364253,0.0005189219895054559,0.02401212724499473
2020-05-09 00:00:00+00:00,0.022855261042504734,0.0004793196511585064,0.01751959099050815
2020-05-10 00:00:00+00:00,0.08971181835913444,0.0007467022138204792,0.008275932494987545
2020-05-11 00:00:00+00:00,0.06094101588701528,0.00039131836692108475,0.007676262519433296
2020-05-12 00:00:00+00:00,0.0289952904512482,0.0003913370982696266,0.009767991243019525
2020-05-13 00:00:00+00:00,0.03781797283685069,0.0005381558543960921,0.012023591153458399
2020-05-14 00:00:00+00:00,0.03926592942734734,0.0006656696559304633,0.027572705902090332
2020-05-15 00:00:00+00:00,0.03750328456244093,0.0009217387913366984,0.023997810425554593
2020-05-16 00:00:00+00:00,0.022101104072165756,0.00047882411302631187,0.01303801298209947
2020-05-17 00:00:00+00:00,0.03337489248950861,0.0004568802139143765,0.014644157819618628
2020-05-18 00:00:00+00:00,0.025066486964446154,0.0005519501673453236,0.025068189968837477
2020-05-19 00:00:00+00:00,0.023504031056893075,0.0007522009361987902,0.008607092157992506
2020-05-20 00:00:00+00:00,0.028807399471610096,0.0007613893614453399,0.008368247117287377
2020-05-21 00:00:00+00:00,0.047979911752587465,0.0005381268672517247,0.009315545453618856
2020-05-22 00:00:00+00:00,0.021218255016597694,0.0010561594168031244,0.007629723736306132
2020-05-23 00:00:00+00:00,0.014674998433356056,0.00043337725923065266,0.025690136834420795
2020-05-24 00:00:00+00:00,0.03991462431484272,0.0007215917481556512,0.02200296826151509
2020-05-25 00:00:00+00:00,0.024655764591600918,0.0004846533414858261,0.0320544420042865
2020-05-26 00:00:00+00:00,0.024572797709811776,0.00034331016240705123,0.02663093820537714
2020-05-27 00:00:00+00:00,0.02752197306690429,0.001062296169700115,0.021133716127027254
2020-05-28 00:00:00+00:00,0.031237163026636833,0.00046867255195901447,0.021038414310906205
2020-05-29 00:00:00+00:00,0.015695689004566634,0.0005518223542748178,0.009146186394844082
2020-05-30 00:00:00+00:00,0.024033947651553932,0.00045012268904709343,0.005197657644654107
2020-05-31 00:00:00+00:00,0.018470490353798406,0.0006114054398389014,0.007897211987211444
2020-06-01 00:00:00+00:00,0.0556326784607594,0.0022366402294085657,0.008151869700074673
2020-06-02 00:00:00+00:00,0.05314834546435276,0.0013444710870485603,0.006704240149678915
2020-06-03 00:00:00+00:00,0.01592497914882712,0.0005161088710292347,0.010301298638112582
2020-06-04 00:00:00+00:00,0.024697735126537005,0.0005506272663866374,0.010976891369469053
2020-06-05 00:00:00+00:00,0.013497844137697727,0.0004482486432796681,0.013202499403681312
2020-06-06 00:00:00+00:00,0.011893866847229706,0.000428236892117586,0.01241968213434433
2020-06-07 00:00:00+00:00,0.023663132452904044,0.0003706985016473668,0.008783614906607926
2020-06-08 00:00:00+00:00,0.00837259756436829,0.0003669636355634367,0.017941816927289897
2020-06-09 00:00:00+00:00,0.014844565138947642,0.0004081461466099284,0.015123637109345809
2020-06-10 00:00:00+00:00,0.01575063793606052,0.0005355105031945267,0.022986534141569884
2020-06-11 00:00:00+00:00,0.05006573514006293,0.0016689024004336204,0.017082387484706252
2020-06-12 00:00:00+00:00,0.0203667807438801,0.0006412340987977536,0.012071408136051233
2020-06-13 00:00:00+00:00,0.008690843272274486,0.00030817022919869206,0.0054073259126130886
2020-06-14 00:00:00+00:00,0.015610759135997843,0.0004950534782032752,0.011518317759459756
2020-06-15 00:00:00+00:00,0.042148072555938255,0.0009958009715112645,0.009673421792225238
2020-06-16 00:00:00+00:00,0.016163209059919262,0.0006266388976409404,0.015024001959254506
2020-06-17 00:00:00+00:00,0.0199252207954034,0.000598453989962333,0.0292930002617237
2020-06-18 00:00:00+00:00,0.01342265957221543,0.0007780574260430167,0.01953203025903121
2020-06-19 00:00:00+00:00,0.013145842278682086,0.000655273799984482,0.010592954764687555
2020-06-20 00:00:00+00:00,0.015617187583558156,0.0009546210420963789,0.015019610206750751
2020-06-21 00:00:00+00:00,0.014010496933190515,0.000985133197747992,0.01658697160931434
2020-06-22 00:00:00+00:00,0.030285080980309492,0.0008448297480778267,0.019108924703258815
2020-06-23 00:00:00+00:00,0.009447957209811595,0.0009423700311234297,0.010644031931175328
2020-06-24 00:00:00+00:00,0.029385913674277574,0.0011228399744167884,0.014770125836334637
2020-06-25 00:00:00+00:00,0.022026228186197244,0.0008915416257930404,0.0082340503153409
2020-06-26 00:00:00+00:00,0.01973123595895035,0.0006080740296495973,0.007394152782601225
2020-06-27 00:00:00+00:00,0.027563626027807993,0.0007204449387622319,0.007562111328019812
2020-06-28 00:00:00+00:00,0.02358083020301622,0.0004256091293687859,0.008025626205417613
2020-06-29 00:00:00+00:00,0.01785984024269878,0.0006326544012188827,0.022407219653497245
2020-06-30 00:00:00+00:00,0.012121397882466304,0.0003810666763385015,0.013172416001127833
2020-07-01 00:00:00+00:00,0.015153697315257944,0.00044465332181171377,0.007121059831972151
2020-07-02 00:00:00+00:00,0.026554609611048344,0.00046265504030409927,0.00806624070568651
2020-07-03 00:00:00+00:00,0.009138554207762875,0.00033179497222431907,0.007739625772794748
2020-07-04 00:00:00+00:00,0.011588900527233839,0.00029642536907759087,0.007881531702261654
2020-07-05 00:00:00+00:00,0.017444212856318482,0.00035675834944312964,0.007111255893999266
2020-07-06 00:00:00+00:00,0.019932750835823423,0.0003154099170526649,0.008207110804280047
2020-07-07 00:00:00+00:00,0.010350761613368379,0.0004566829744209218,0.008113917205891951
2020-07-08 00:00:00+00:00,0.014632961542171771,0.00048553702661625485,0.007396769171607857
2020-07-09 00:00:00+00:00,0.016715298326357906,0.0005064618107565841,0.0075634089058574305
2020-07-10 00:00:00+00:00,0.011792600251410278,0.0005077049063009641,0.007490738801327407
2020-07-11 00:00:00+00:00,0.008084189947994976,0.0003149909414030489,0.007009006179117423
2020-07-12 00:00:00+00:00,0.010684211263158312,0.0004160551842035519,0.009507011837301465
2020-07-13 00:00:00+00:00,0.009462188781494515,0.0006165196348369421,0.009792507090737418
2020-07-14 00:00:00+00:00,0.01033228777755275,0.00036571502563070065,0.005475327764875294
2020-07-15 00:00:00+00:00,0.009427673922754001,0.0005889107022718611,0.004532647883103958
2020-07-16 00:00:00+00:00,0.01187170776081638,0.000599327822492111,0.011466790979409534
2020-07-17 00:00:00+00:00,0.007383647318130506,0.00042913208133449446,0.007234375776707473
2020-07-18 00:00:00+00:00,0.00620646478642686,0.0004738158583860414,0.005729411673795339
2020-07-19 00:00:00+00:00,0.008349627883824349,0.0007514619543488422,0.00715502529799645
2020-07-20 00:00:00+00:00,0.00964551784838177,0.0005657002265502819,0.007305078279956372
2020-07-21 00:00:00+00:00,0.017482601747438285,0.0010664132569966238,0.006757391385878052
2020-07-22 00:00:00+00:00,0.01546133386181042,0.0008923351996266862,0.009357639261127723
2020-07-23 00:00:00+00:00,0.011897534909251176,0.000811566721371503,0.021826458286306482
2020-07-24 00:00:00+00:00,0.010398880609711518,0.0005832969592834227,0.010249503020518651
2020-07-25 00:00:00+00:00,0.01235185318703925,0.0005665245115089658,0.017471859578832113
2020-07-26 00:00:00+00:00,0.028162094392790174,0.0009732119882028289,0.009967560317642335
2020-07-27 00:00:00+00:00,0.08127338194338346,0.001052051654824131,0.007855653101592548
2020-07-28 00:00:00+00:00,0.035060510295104985,0.0007032560675262332,0.006564374482977319
2020-07-29 00:00:00+00:00,0.025931046674258194,0.0008467360200074068,0.008965103932974805
2020-07-30 00:00:00+00:00,0.016757708871922607,0.0006625939774331261,0.014664559417870471
2020-07-31 00:00:00+00:00,0.025910402316637934,0.0006563130225938012,0.01048870670542388
2020-08-01 00:00:00+00:00,0.032381229609788724,0.0009184743521476521,0.008755693286808083
2020-08-02 00:00:00+00:00,0.07183955752151952,0.0014973004742291534,0.008517396215565257
2020-08-03 00:00:00+00:00,0.02707418522153503,0.000607677350150935,0.006108703384033301
2020-08-04 00:00:00+00:00,0.019268194347006357,0.000558288248090704,0.005904264338162052
2020-08-05 00:00:00+00:00,0.03497056450417685,0.0009428218619708887,0.0059865777427195776
2020-08-06 00:00:00+00:00,0.016572413177702347,0.0005184209377171432,0.004609949171750017
2020-08-07 00:00:00+00:00,0.02808801338014477,0.0006846287263363451,0.006075587399438152
2020-08-08 00:00:00+00:00,0.014421951896567392,0.0006627527696037806,0.007289974395345899
2020-08-09 00:00:00+00:00,0.01409521418803866,0.0004539665389861066,0.00813528041239161
2020-08-10 00:00:00+00:00,0.025614405572744157,0.001052845266748477,0.016330651693773277
2020-08-11 00:00:00+00:00,0.04071188576672872,0.0009457407469249955,0.04574113898671296
2020-08-12 00:00:00+00:00,0.02239650343369101,0.0011663927978530708,0.07235071805839972
2020-08-13 00:00:00+00:00,0.025843173668466952,0.0011358723472254717,0.021442008719642195
2020-08-14 00:00:00+00:00,0.009716204773000477,0.0010730990756770025,0.010198092141831733
2020-08-15 00:00:00+00:00,0.012350433402867901,0.000488891822412562,0.005431134241271426
2020-08-16 00:00:00+00:00,0.011298083968370575,0.0005560484274455679,0.003529848330585621
